Term,Document,Frequency,Weight
research,D1,2,0.24082399653118497
success,D1,1,0.16901960800285137
appli,D1,1,0.16901960800285137
larg,D1,1,0.07958800173440753
languag,D1,1,0.09542425094393249
model,D1,2,0.12041199826559248
(llms),D1,1,0.09542425094393249
chatgpt,D1,1,0.16901960800285137
rerank,D1,5,0.8450980400142568
inform,D1,1,0.12041199826559248
retriev,D1,1,0.06848453616444126
"context,",D1,1,0.16901960800285137
"date,",D1,1,0.16901960800285137
work,D1,2,0.33803921600570275
ha,D1,1,0.12041199826559248
mostli,D1,1,0.16901960800285137
built,D1,1,0.16901960800285137
proprietari,D1,1,0.16901960800285137
hidden,D1,1,0.16901960800285137
behind,D1,2,0.33803921600570275
opaqu,D1,1,0.16901960800285137
api,D1,1,0.16901960800285137
endpoints.,D1,1,0.16901960800285137
thi,D1,2,0.12041199826559248
approach,D1,1,0.09542425094393249
yield,D1,1,0.12041199826559248
experiment,D1,2,0.24082399653118497
result,D1,2,0.13696907232888253
reproduc,D1,1,0.16901960800285137
"non-deterministic,",D1,1,0.16901960800285137
threaten,D1,1,0.16901960800285137
verac,D1,1,0.16901960800285137
outcom,D1,1,0.16901960800285137
build,D1,1,0.16901960800285137
shaki,D1,1,0.16901960800285137
foundations.,D1,1,0.16901960800285137
address,D1,1,0.07958800173440753
signific,D1,1,0.12041199826559248
"shortcoming,",D1,1,0.16901960800285137
present,D1,1,0.16901960800285137
"rankvicuna,",D1,1,0.16901960800285137
first,D1,1,0.12041199826559248
fulli,D1,1,0.16901960800285137
open-sourc,D1,1,0.16901960800285137
llm,D1,1,0.09542425094393249
capabl,D1,1,0.12041199826559248
perform,D1,1,0.07958800173440753
high-qual,D1,1,0.16901960800285137
listwis,D1,1,0.12041199826559248
zero-shot,D1,2,0.24082399653118497
setting.,D1,1,0.16901960800285137
trec,D1,1,0.07958800173440753
2019,D1,1,0.16901960800285137
2020,D1,1,0.16901960800285137
deep,D1,1,0.09542425094393249
learn,D1,1,0.07958800173440753
track,D1,1,0.16901960800285137
show,D1,1,0.12041199826559248
achiev,D1,1,0.16901960800285137
effect,D1,2,0.13696907232888253
compar,D1,1,0.07958800173440753
gpt-3.5,D1,1,0.16901960800285137
much,D1,1,0.16901960800285137
smaller,D1,1,0.16901960800285137
7b,D1,1,0.16901960800285137
paramet,D1,1,0.16901960800285137
"model,",D1,1,0.16901960800285137
although,D1,1,0.16901960800285137
remain,D1,1,0.16901960800285137
slightli,D1,1,0.16901960800285137
gpt-4.,D1,1,0.16901960800285137
hope,D1,1,0.16901960800285137
provid,D1,1,0.16901960800285137
foundat,D1,1,0.16901960800285137
futur,D1,1,0.16901960800285137
modern,D1,1,0.16901960800285137
llms.,D1,1,0.16901960800285137
advent,D2,1,0.14084967333570947
transformer-bas,D2,3,0.4225490200071284
"architectures,",D2,1,0.14084967333570947
contextu,D2,2,0.28169934667141894
represent,D2,2,0.28169934667141894
text,D2,4,0.5633986933428379
data,D2,1,0.10034333188799373
ha,D2,2,0.20068666377598746
leverag,D2,1,0.10034333188799373
queri,D2,5,0.3316166738933647
document,D2,5,0.28535223401850524
repres,D2,1,0.10034333188799373
low-dimension,D2,1,0.14084967333570947
dens,D2,3,0.3010299956639812
vector,D2,5,0.7042483666785474
space.,D2,1,0.10034333188799373
learn,D2,2,0.13264666955734586
embed,D2,1,0.07952020911994373
fix,D2,1,0.14084967333570947
"sizes,",D2,1,0.14084967333570947
result,D2,1,0.05707044680370105
deeper,D2,2,0.28169934667141894
understanding.,D2,1,0.14084967333570947
thi,D2,1,0.050171665943996864
"study,",D2,1,0.14084967333570947
design,D2,1,0.10034333188799373
pipelin,D2,1,0.14084967333570947
effect,D2,1,0.05707044680370105
retriev,D2,3,0.17121134041110314
larg,D2,1,0.06632333477867293
search,D2,1,0.10034333188799373
space,D2,1,0.10034333188799373
combin,D2,1,0.14084967333570947
understand,D2,1,0.14084967333570947
capabl,D2,1,0.10034333188799373
bert,D2,2,0.28169934667141894
model,D2,6,0.3010299956639812
phrase,D2,2,0.28169934667141894
embedding-bas,D2,2,0.20068666377598746
expans,D2,2,0.20068666377598746
model.,D2,1,0.14084967333570947
"representations,",D2,1,0.14084967333570947
fine-tun,D2,1,0.14084967333570947
deep,D2,1,0.07952020911994373
semant,D2,2,0.15904041823988746
match,D2,2,0.20068666377598746
separ,D2,2,0.28169934667141894
encod,D2,2,0.20068666377598746
query.,D2,2,0.20068666377598746
base,D2,1,0.07952020911994373
sentenc,D2,1,0.14084967333570947
(sbert),D2,1,0.14084967333570947
"architecture,",D2,1,0.14084967333570947
gener,D2,1,0.10034333188799373
queries.,D2,1,0.10034333188799373
studi,D2,1,0.10034333188799373
also,D2,1,0.06632333477867293
address,D2,1,0.06632333477867293
maximum,D2,1,0.14084967333570947
token,D2,1,0.10034333188799373
length,D2,1,0.14084967333570947
limit,D2,1,0.14084967333570947
summar,D2,1,0.14084967333570947
lengthi,D2,1,0.14084967333570947
documents.,D2,2,0.28169934667141894
"addition,",D2,1,0.14084967333570947
improv,D2,1,0.07952020911994373
clariti,D2,1,0.14084967333570947
complet,D2,1,0.14084967333570947
short,D2,1,0.14084967333570947
reduc,D2,1,0.10034333188799373
"gap,",D2,1,0.14084967333570947
employed.,D2,1,0.14084967333570947
index,D2,1,0.10034333188799373
use,D2,2,0.1141408936074021
elasticsearch,D2,1,0.14084967333570947
"engine,",D2,1,0.14084967333570947
query-specif,D2,1,0.14084967333570947
"finally,",D2,1,0.14084967333570947
bert-bas,D2,1,0.14084967333570947
cross-encod,D2,1,0.14084967333570947
re-rank,D2,1,0.14084967333570947
relev,D2,1,0.06632333477867293
record,D2,1,0.14084967333570947
perform,D2,1,0.06632333477867293
full,D2,1,0.14084967333570947
self-attent,D2,1,0.14084967333570947
"inputs,",D2,1,0.14084967333570947
yield,D2,1,0.10034333188799373
richer,D2,1,0.14084967333570947
interact,D2,1,0.14084967333570947
produc,D2,2,0.20068666377598746
final,D2,1,0.14084967333570947
results.,D2,2,0.28169934667141894
assess,D2,1,0.14084967333570947
"performance,",D2,1,0.14084967333570947
experi,D2,1,0.14084967333570947
conduct,D2,1,0.14084967333570947
two,D2,1,0.10034333188799373
well-known,D2,1,0.14084967333570947
"datasets,",D2,1,0.14084967333570947
trec-cds-2014,D2,1,0.14084967333570947
ohsumed.,D2,1,0.14084967333570947
compar,D2,1,0.06632333477867293
analysi,D2,1,0.14084967333570947
carri,D2,1,0.14084967333570947
"out,",D2,1,0.14084967333570947
clearli,D2,1,0.14084967333570947
demonstr,D2,1,0.06632333477867293
propos,D2,1,0.05707044680370105
framework,D2,1,0.10034333188799373
competit,D2,1,0.14084967333570947
scientif,D3,4,0.6760784320114055
"research,",D3,1,0.12041199826559248
abil,D3,1,0.16901960800285137
effect,D3,2,0.13696907232888253
retriev,D3,3,0.20545360849332375
relev,D3,3,0.23876400520322255
document,D3,3,0.20545360849332375
base,D3,1,0.09542425094393249
"complex,",D3,2,0.33803921600570275
multifacet,D3,2,0.33803921600570275
queri,D3,5,0.3979400086720376
critical.,D3,1,0.16901960800285137
exist,D3,1,0.09542425094393249
evalu,D3,2,0.19084850188786498
dataset,D3,5,0.47712125471966244
thi,D3,2,0.12041199826559248
task,D3,1,0.16901960800285137
"limited,",D3,1,0.16901960800285137
primarili,D3,1,0.16901960800285137
due,D3,2,0.33803921600570275
high,D3,1,0.12041199826559248
cost,D3,1,0.12041199826559248
effort,D3,1,0.16901960800285137
requir,D3,2,0.33803921600570275
annot,D3,4,0.6760784320114055
resourc,D3,1,0.16901960800285137
repres,D3,1,0.12041199826559248
complex,D3,5,0.8450980400142568
queries.,D3,1,0.12041199826559248
address,D3,1,0.07958800173440753
"this,",D3,1,0.16901960800285137
propos,D3,1,0.06848453616444126
novel,D3,1,0.12041199826559248
"task,",D3,1,0.16901960800285137
use,D3,1,0.06848453616444126
multi-level,D3,1,0.16901960800285137
aspect-bas,D3,1,0.16901960800285137
"(doris-mae),",D3,1,0.16901960800285137
design,D3,1,0.12041199826559248
handl,D3,2,0.33803921600570275
natur,D3,1,0.16901960800285137
user,D3,1,0.16901960800285137
research.,D3,2,0.33803921600570275
develop,D3,1,0.16901960800285137
benchmark,D3,1,0.16901960800285137
within,D3,1,0.12041199826559248
field,D3,1,0.16901960800285137
comput,D3,1,0.07958800173440753
"science,",D3,1,0.16901960800285137
consist,D3,1,0.12041199826559248
100,D3,2,0.33803921600570275
human-author,D3,1,0.16901960800285137
cases.,D3,1,0.16901960800285137
"query,",D3,1,0.16901960800285137
assembl,D3,1,0.16901960800285137
collect,D3,1,0.12041199826559248
produc,D3,1,0.12041199826559248
score,D3,1,0.12041199826559248
rank,D3,1,0.09542425094393249
them.,D3,1,0.16901960800285137
recogn,D3,1,0.16901960800285137
signific,D3,1,0.12041199826559248
labor,D3,1,0.16901960800285137
expert,D3,1,0.16901960800285137
"annotation,",D3,1,0.16901960800285137
also,D3,1,0.07958800173440753
introduc,D3,1,0.12041199826559248
"anno-gpt,",D3,1,0.16901960800285137
scalabl,D3,1,0.16901960800285137
framework,D3,1,0.12041199826559248
valid,D3,1,0.16901960800285137
perform,D3,2,0.15917600346881505
larg,D3,1,0.07958800173440753
languag,D3,1,0.09542425094393249
model,D3,1,0.06020599913279624
(llms),D3,1,0.09542425094393249
expert-level,D3,1,0.16901960800285137
tasks.,D3,1,0.12041199826559248
llm,D3,1,0.09542425094393249
doris-ma,D3,2,0.33803921600570275
result,D3,1,0.06848453616444126
500x,D3,1,0.16901960800285137
reduct,D3,1,0.16901960800285137
"cost,",D3,1,0.16901960800285137
without,D3,2,0.33803921600570275
compromis,D3,1,0.16901960800285137
quality.,D3,1,0.16901960800285137
"furthermore,",D3,1,0.16901960800285137
multi-ti,D3,1,0.16901960800285137
structur,D3,1,0.12041199826559248
"queries,",D3,1,0.16901960800285137
extend,D3,1,0.16901960800285137
"4,000",D3,1,0.16901960800285137
sub-queri,D3,1,0.16901960800285137
test,D3,1,0.09542425094393249
case,D3,1,0.16901960800285137
addit,D3,1,0.12041199826559248
annotation.,D3,1,0.16901960800285137
17,D3,1,0.16901960800285137
recent,D3,1,0.12041199826559248
method,D3,1,0.09542425094393249
"doris-mae,",D3,1,0.16901960800285137
observ,D3,1,0.16901960800285137
notabl,D3,1,0.16901960800285137
drop,D3,1,0.16901960800285137
compar,D3,1,0.07958800173440753
tradit,D3,1,0.12041199826559248
datasets.,D3,1,0.12041199826559248
highlight,D3,1,0.16901960800285137
need,D3,1,0.16901960800285137
better,D3,1,0.16901960800285137
approach,D3,1,0.09542425094393249
larg,D4,1,0.05684857266743394
languag,D4,1,0.06816017924566606
model,D4,2,0.08600857018970891
(llms),D4,1,0.06816017924566606
demonstr,D4,2,0.11369714533486788
impress,D4,1,0.1207282914306081
effect,D4,3,0.14675257749523127
zero-shot,D4,6,0.5160514211382534
document,D4,2,0.09783505166348751
rank,D4,4,0.27264071698266423
tasks.,D4,1,0.08600857018970891
"pointwise,",D4,1,0.1207282914306081
"pairwise,",D4,1,0.1207282914306081
listwis,D4,1,0.08600857018970891
prompt,D4,3,0.36218487429182433
approach,D4,7,0.47712125471966244
propos,D4,2,0.09783505166348751
llm-base,D4,3,0.36218487429182433
ranking.,D4,2,0.17201714037941782
studi,D4,1,0.08600857018970891
begin,D4,1,0.1207282914306081
thoroughli,D4,1,0.1207282914306081
evalu,D4,2,0.13632035849133212
exist,D4,1,0.06816017924566606
within,D4,1,0.08600857018970891
consist,D4,1,0.08600857018970891
experiment,D4,1,0.08600857018970891
"framework,",D4,1,0.1207282914306081
consid,D4,1,0.1207282914306081
factor,D4,1,0.1207282914306081
like,D4,1,0.08600857018970891
"size,",D4,1,0.1207282914306081
token,D4,2,0.17201714037941782
"consumption,",D4,1,0.1207282914306081
"latency,",D4,1,0.1207282914306081
among,D4,1,0.1207282914306081
others.,D4,1,0.1207282914306081
thi,D4,1,0.043004285094854454
first-of-its-kind,D4,1,0.1207282914306081
compar,D4,1,0.05684857266743394
allow,D4,1,0.08600857018970891
us,D4,1,0.1207282914306081
identifi,D4,1,0.1207282914306081
trade-off,D4,1,0.1207282914306081
effici,D4,3,0.2580257105691267
inher,D4,1,0.1207282914306081
approach.,D4,2,0.2414565828612162
find,D4,1,0.08600857018970891
pointwis,D4,1,0.1207282914306081
score,D4,1,0.08600857018970891
high,D4,3,0.2580257105691267
"efficiency,",D4,1,0.1207282914306081
suffer,D4,1,0.1207282914306081
poor,D4,1,0.1207282914306081
effectiveness.,D4,2,0.2414565828612162
"conversely,",D4,1,0.1207282914306081
pairwis,D4,1,0.1207282914306081
superior,D4,1,0.1207282914306081
incur,D4,1,0.1207282914306081
comput,D4,2,0.11369714533486788
overhead.,D4,1,0.1207282914306081
enhanc,D4,1,0.1207282914306081
"ranking,",D4,1,0.1207282914306081
novel,D4,1,0.08600857018970891
setwis,D4,1,0.1207282914306081
reduc,D4,2,0.17201714037941782
number,D4,1,0.1207282914306081
llm,D4,1,0.06816017924566606
infer,D4,1,0.1207282914306081
amount,D4,1,0.1207282914306081
consumpt,D4,1,0.1207282914306081
dure,D4,1,0.1207282914306081
"procedure,",D4,1,0.1207282914306081
significantli,D4,1,0.1207282914306081
improv,D4,1,0.06816017924566606
test,D4,1,0.06816017924566606
method,D4,1,0.06816017924566606
use,D4,1,0.048917525831743754
trec,D4,1,0.05684857266743394
dl,D4,1,0.1207282914306081
dataset,D4,1,0.06816017924566606
beir,D4,1,0.1207282914306081
benchmark.,D4,1,0.1207282914306081
empir,D4,1,0.1207282914306081
result,D4,1,0.048917525831743754
indic,D4,1,0.1207282914306081
consider,D4,1,0.1207282914306081
cost,D4,1,0.08600857018970891
also,D4,1,0.05684857266743394
retain,D4,1,0.1207282914306081
dens,D5,2,0.24082399653118497
embedding-bas,D5,1,0.12041199826559248
retriev,D5,2,0.13696907232888253
industri,D5,2,0.33803921600570275
standard,D5,3,0.3612359947967774
semant,D5,1,0.09542425094393249
search,D5,2,0.24082399653118497
rank,D5,1,0.09542425094393249
"problems,",D5,1,0.16901960800285137
like,D5,1,0.12041199826559248
obtain,D5,1,0.16901960800285137
relev,D5,1,0.07958800173440753
web,D5,1,0.16901960800285137
document,D5,4,0.27393814465776506
given,D5,2,0.33803921600570275
query.,D5,2,0.24082399653118497
techniqu,D5,1,0.16901960800285137
use,D5,2,0.13696907232888253
two-stag,D5,1,0.16901960800285137
process:,D5,1,0.16901960800285137
(a),D5,1,0.16901960800285137
contrast,D5,1,0.16901960800285137
learn,D5,5,0.3979400086720376
train,D5,1,0.12041199826559248
dual,D5,2,0.33803921600570275
encod,D5,2,0.24082399653118497
emb,D5,1,0.16901960800285137
queri,D5,2,0.15917600346881505
(b),D5,1,0.16901960800285137
approxim,D5,1,0.16901960800285137
nearest,D5,1,0.16901960800285137
neighbor,D5,1,0.16901960800285137
(anns),D5,1,0.16901960800285137
find,D5,1,0.12041199826559248
similar,D5,1,0.12041199826559248
two,D5,1,0.12041199826559248
stage,D5,1,0.16901960800285137
disjoint;,D5,1,0.16901960800285137
embed,D5,4,0.38169700377572996
might,D5,1,0.16901960800285137
ill-suit,D5,1,0.16901960800285137
ann,D5,3,0.5070588240085541
method,D5,1,0.09542425094393249
"vice-versa,",D5,1,0.16901960800285137
lead,D5,1,0.16901960800285137
suboptim,D5,1,0.16901960800285137
performance.,D5,2,0.33803921600570275
thi,D5,1,0.06020599913279624
"work,",D5,1,0.16901960800285137
propos,D5,1,0.06848453616444126
end-to-end,D5,1,0.16901960800285137
hierarch,D5,1,0.16901960800285137
index,D5,2,0.24082399653118497
--,D5,2,0.33803921600570275
ehi,D5,5,0.8450980400142568
jointli,D5,1,0.16901960800285137
structur,D5,2,0.24082399653118497
optim,D5,1,0.16901960800285137
model,D5,1,0.06020599913279624
invert,D5,1,0.16901960800285137
file,D5,1,0.16901960800285137
(ivf),D5,1,0.16901960800285137
style,D5,1,0.16901960800285137
tree,D5,1,0.16901960800285137
effici,D5,2,0.24082399653118497
anns.,D5,1,0.16901960800285137
ensur,D5,1,0.16901960800285137
stabl,D5,1,0.16901960800285137
discret,D5,1,0.16901960800285137
tree-bas,D5,1,0.16901960800285137
"structure,",D5,1,0.16901960800285137
introduc,D5,1,0.12041199826559248
notion,D5,1,0.16901960800285137
path,D5,1,0.16901960800285137
captur,D5,1,0.16901960800285137
posit,D5,1,0.16901960800285137
query/docu,D5,1,0.16901960800285137
tree.,D5,1,0.16901960800285137
demonstr,D5,1,0.07958800173440753
effect,D5,1,0.06848453616444126
sever,D5,1,0.16901960800285137
"benchmarks,",D5,1,0.16901960800285137
includ,D5,1,0.16901960800285137
de-facto,D5,1,0.16901960800285137
ms,D5,2,0.24082399653118497
marco,D5,2,0.24082399653118497
(dev,D5,1,0.16901960800285137
set,D5,2,0.33803921600570275
trec,D5,2,0.15917600346881505
dl19),D5,1,0.16901960800285137
datasets.,D5,1,0.12041199826559248
"example,",D5,1,0.16901960800285137
comput,D5,1,0.07958800173440753
"budget,",D5,1,0.16901960800285137
outperform,D5,1,0.12041199826559248
state-of-the-art,D5,1,0.12041199826559248
(sota),D5,1,0.16901960800285137
0.6%,D5,1,0.16901960800285137
(mrr@10),D5,1,0.16901960800285137
dev,D5,1,0.16901960800285137
4.2%,D5,1,0.16901960800285137
(ndcg@10),D5,1,0.16901960800285137
dl19,D5,1,0.16901960800285137
benchmarks.,D5,1,0.16901960800285137
queri,D6,2,0.08843111303823058
expans,D6,4,0.2675822183679833
(qe),D6,1,0.09389978222380631
commonli,D6,1,0.09389978222380631
use,D6,3,0.1141408936074021
improv,D6,1,0.05301347274662915
perform,D6,1,0.04421555651911529
tradit,D6,2,0.13379110918399165
inform,D6,1,0.06689555459199582
retriev,D6,1,0.0380469645358007
(ir),D6,1,0.09389978222380631
models.,D6,2,0.18779956444761262
adopt,D6,1,0.09389978222380631
deep,D6,1,0.05301347274662915
learn,D6,2,0.08843111303823058
ir,D6,1,0.09389978222380631
"research,",D6,1,0.06689555459199582
neural,D6,3,0.28169934667141894
qe,D6,3,0.28169934667141894
model,D6,9,0.3010299956639812
emerg,D6,1,0.09389978222380631
recent,D6,1,0.06689555459199582
years.,D6,1,0.09389978222380631
mani,D6,1,0.09389978222380631
focu,D6,1,0.09389978222380631
embed,D6,2,0.1060269454932583
leverag,D6,1,0.06689555459199582
query-docu,D6,3,0.28169934667141894
relevance.,D6,1,0.09389978222380631
allow,D6,1,0.06689555459199582
comput,D6,1,0.04421555651911529
semant,D6,1,0.05301347274662915
similar,D6,1,0.06689555459199582
document,D6,2,0.0760939290716014
gener,D6,2,0.13379110918399165
terms.,D6,1,0.09389978222380631
"however,",D6,1,0.09389978222380631
exist,D6,1,0.05301347274662915
often,D6,1,0.09389978222380631
ignor,D6,1,0.09389978222380631
interactions.,D6,1,0.09389978222380631
thi,D6,1,0.03344777729599791
research,D6,1,0.06689555459199582
aim,D6,1,0.09389978222380631
address,D6,1,0.04421555651911529
gap,D6,1,0.09389978222380631
propos,D6,3,0.1141408936074021
condit,D6,1,0.09389978222380631
variat,D6,1,0.09389978222380631
autoencoder.,D6,1,0.09389978222380631
first,D6,1,0.06689555459199582
map,D6,1,0.09389978222380631
pair,D6,1,0.09389978222380631
latent,D6,2,0.18779956444761262
space,D6,1,0.06689555459199582
base,D6,1,0.05301347274662915
"interaction,",D6,1,0.09389978222380631
estim,D6,1,0.09389978222380631
space.,D6,1,0.06689555459199582
train,D6,1,0.06689555459199582
relev,D6,1,0.04421555651911529
feedback,D6,2,0.18779956444761262
data,D6,1,0.06689555459199582
pseudo-relev,D6,1,0.09389978222380631
test,D6,1,0.05301347274662915
time.,D6,1,0.09389978222380631
evalu,D6,1,0.05301347274662915
three,D6,1,0.09389978222380631
standard,D6,1,0.06689555459199582
trec,D6,1,0.04421555651911529
collect,D6,1,0.06689555459199582
ranking:,D6,1,0.09389978222380631
ap,D6,1,0.09389978222380631
robust,D6,1,0.09389978222380631
04,D6,1,0.09389978222380631
"gov02,",D6,1,0.09389978222380631
ms,D6,1,0.06689555459199582
marco,D6,1,0.06689555459199582
dataset,D6,1,0.05301347274662915
passag,D6,1,0.09389978222380631
ranking.,D6,1,0.06689555459199582
result,D6,1,0.0380469645358007
show,D6,1,0.06689555459199582
outperform,D6,1,0.06689555459199582
state-of-the-art,D6,1,0.06689555459199582
also,D6,1,0.04421555651911529
demonstr,D6,1,0.04421555651911529
higher,D6,1,0.09389978222380631
addit,D6,1,0.06689555459199582
match,D6,1,0.06689555459199582
baselines.,D6,1,0.09389978222380631
